Datetime,Open,High,Low,Close,Volume,min,max,Trend,Action
2025-01-06 09:30:00-05:00,3.265000104904175,3.289999961853028,3.265000104904175,3.289999961853028,0,3.29,,UpTrend,
2025-01-06 09:31:00-05:00,3.289999961853028,3.3299999237060547,3.289999961853028,3.3299999237060547,32317,,,UpTrend,
2025-01-06 09:32:00-05:00,3.3399999141693115,3.3550000190734863,3.3399999141693115,3.3399999141693115,1357,,,UpTrend,
2025-01-06 09:33:00-05:00,3.345000028610229,3.345000028610229,3.345000028610229,3.345000028610229,349,,,UpTrend,
2025-01-06 09:34:00-05:00,3.3399999141693115,3.369999885559082,3.309999942779541,3.369999885559082,9990,,3.37,DownTrend,Reversal
2025-01-06 09:35:00-05:00,3.305000066757202,3.309999942779541,3.2699999809265137,3.2799999713897705,2214,,,DownTrend,
2025-01-06 09:36:00-05:00,3.25,3.309900045394897,3.25,3.2799999713897705,2298,,,DownTrend,
2025-01-06 09:37:00-05:00,3.299999952316284,3.319999933242798,3.299999952316284,3.319999933242798,6020,,,DownTrend,Countermove
2025-01-06 09:39:00-05:00,3.2699999809265137,3.2699999809265137,3.2699999809265137,3.2699999809265137,300,,,DownTrend,
2025-01-06 09:40:00-05:00,3.259500026702881,3.259500026702881,3.220000028610229,3.22979998588562,4816,,,DownTrend,
2025-01-06 09:42:00-05:00,3.2300000190734863,3.240000009536743,3.2300000190734863,3.240000009536743,1237,,,DownTrend,Countermove
2025-01-06 09:43:00-05:00,3.2100000381469727,3.220000028610229,3.2100000381469727,3.220000028610229,2366,,,DownTrend,
2025-01-06 09:44:00-05:00,3.2114999294281006,3.2114999294281006,3.2114999294281006,3.2114999294281006,5331,3.2114999294281006,,UpTrend,Reversal
2025-01-06 09:45:00-05:00,3.220000028610229,3.242500066757202,3.220000028610229,3.242500066757202,3888,,,UpTrend,
2025-01-06 09:46:00-05:00,3.25,3.25,3.25,3.25,0,,,UpTrend,
2025-01-06 09:47:00-05:00,3.259999990463257,3.259999990463257,3.259999990463257,3.259999990463257,122,,,UpTrend,
2025-01-06 09:48:00-05:00,3.25,3.25,3.240000009536743,3.240000009536743,1182,,,UpTrend,Countermove
2025-01-06 09:50:00-05:00,3.2300000190734863,3.2300000190734863,3.2300000190734863,3.2300000190734863,800,,,UpTrend,Countermove
2025-01-06 09:51:00-05:00,3.2100000381469727,3.240299940109253,3.2100000381469727,3.240299940109253,2763,,,UpTrend,
2025-01-06 09:54:00-05:00,3.2699999809265137,3.2699999809265137,3.2699999809265137,3.2699999809265137,101,,,UpTrend,
2025-01-06 09:55:00-05:00,3.247499942779541,3.255000114440918,3.247499942779541,3.249000072479248,1261,,,UpTrend,Countermove
2025-01-06 09:56:00-05:00,3.266400098800659,3.266400098800659,3.266400098800659,3.266400098800659,1063,,,UpTrend,
2025-01-06 10:00:00-05:00,3.25,3.25,3.25,3.25,200,,,UpTrend,Countermove
2025-01-06 10:01:00-05:00,3.25,3.25,3.2300000190734863,3.2300000190734863,1074,,,UpTrend,Countermove
2025-01-06 10:02:00-05:00,3.25,3.25,3.25,3.25,1081,,,UpTrend,
