position,entry_time,entry_price,exit_time,exit_price,profit,profit_pct,duration,reason
SHORT,2024-12-13 13:02:00-05:00,23.68000030517578,2024-12-13 13:34:00-05:00,23.76000022888184,-0.07999992370605824,-0.337837511296706,32.0,Reversal
LONG,2024-12-13 13:35:00-05:00,23.766300201416016,2024-12-13 14:18:00-05:00,23.8528995513916,0.08659934997558594,0.3643787600159417,43.0,Reversal
LONG,2024-12-13 14:26:00-05:00,23.950000762939453,2024-12-13 15:12:00-05:00,24.515199661254883,0.5651988983154297,2.3599118175813416,46.0,Reversal
LONG,2024-12-13 15:17:00-05:00,24.670000076293945,2024-12-13 15:18:00-05:00,24.597000122070312,-0.07299995422363281,-0.2959057721843317,1.0,Reversal
LONG,2024-12-13 15:22:00-05:00,24.740100860595703,2024-12-13 15:28:00-05:00,24.58930015563965,-0.1508007049560547,-0.609539572234483,6.0,Stop Loss
SHORT,2024-12-13 15:33:00-05:00,24.600000381469727,2024-12-13 15:41:00-05:00,24.747699737548828,-0.14769935607910156,-0.6004038771900102,8.0,Stop Loss
LONG,2024-12-13 15:42:00-05:00,24.770000457763672,2024-12-13 15:47:00-05:00,24.6299991607666,-0.1400012969970703,-0.5652050642299833,5.0,Stop Loss
LONG,2024-12-13 15:49:00-05:00,24.93000030517578,2024-12-13 15:51:00-05:00,24.767200469970703,-0.16279983520507812,-0.6530278107187942,2.0,Stop Loss
LONG,2024-12-13 15:55:00-05:00,24.959999084472656,2024-12-13 15:59:00-05:00,24.93000030517578,-0.029998779296875,-0.120187421463236,4.0,End of Day
LONG,2024-12-16 09:43:00-05:00,24.475000381469727,2024-12-16 09:44:00-05:00,24.31399917602539,-0.16100120544433594,-0.6578190109701963,1.0,Stop Loss
LONG,2024-12-16 09:47:00-05:00,24.733200073242188,2024-12-16 10:29:00-05:00,25.243099212646484,0.5098991394042969,2.0615979246289906,42.0,Reversal
SHORT,2024-12-16 10:31:00-05:00,25.15999984741211,2024-12-16 10:33:00-05:00,25.438800811767575,-0.2788009643554652,-1.1081119477198325,2.0,Stop Loss
