start_time,end_time,start_price,end_price,direction,price_change,duration,significance
2024-12-12 10:15:00-05:00,2024-12-12 11:02:00-05:00,24.540000915527344,25.20070075988769,UpTrend,0.660699844360348,47.0,0.5175482114156059
2024-12-12 11:02:00-05:00,2024-12-12 15:27:00-05:00,25.20070075988769,23.006000518798828,DownTrend,-2.1947002410888636,265.0,9.693259398142482
