StartTime,EndTime,Duration,PriceAction,PricePct,Volume,Direction,Source
2025-01-08 09:34:00-05:00,2025-01-08 09:34:00-05:00,0.0,0.0,0.0,3557,negative,trend_AGEN_2025-01-08.csv
2025-01-08 10:00:00-05:00,2025-01-08 10:00:00-05:00,0.0,0.0,0.0,505,negative,trend_AGEN_2025-01-08.csv
2025-01-08 10:03:00-05:00,2025-01-08 10:03:00-05:00,0.0,0.0,0.0,3877,negative,trend_AGEN_2025-01-08.csv
2025-01-08 10:07:00-05:00,2025-01-08 10:07:00-05:00,0.0,0.0,0.0,406,negative,trend_AGEN_2025-01-08.csv
2025-01-08 10:09:00-05:00,2025-01-08 10:09:00-05:00,0.0,0.0,0.0,418,negative,trend_AGEN_2025-01-08.csv
2025-01-08 10:18:00-05:00,2025-01-08 10:20:00-05:00,2.0,-0.029999971389770508,-0.8797645347408373,8543,negative,trend_AGEN_2025-01-08.csv
2025-01-08 10:27:00-05:00,2025-01-08 10:27:00-05:00,0.0,0.0,0.0,498,negative,trend_AGEN_2025-01-08.csv
2025-01-08 10:41:00-05:00,2025-01-08 10:43:00-05:00,2.0,-0.009999990463256836,-0.2898547920302406,935,negative,trend_AGEN_2025-01-08.csv
2025-01-08 10:47:00-05:00,2025-01-08 10:47:00-05:00,0.0,0.0,0.0,1387,negative,trend_AGEN_2025-01-08.csv
2025-01-08 10:55:00-05:00,2025-01-08 10:55:00-05:00,0.0,0.0,0.0,352,negative,trend_AGEN_2025-01-08.csv
2025-01-08 10:58:00-05:00,2025-01-08 10:58:00-05:00,0.0,0.0,0.0,101,negative,trend_AGEN_2025-01-08.csv
2025-01-08 11:00:00-05:00,2025-01-08 11:00:00-05:00,0.0,0.0,0.0,105,negative,trend_AGEN_2025-01-08.csv
2025-01-08 11:05:00-05:00,2025-01-08 11:05:00-05:00,0.0,0.0,0.0,338,negative,trend_AGEN_2025-01-08.csv
2025-01-08 11:09:00-05:00,2025-01-08 11:09:00-05:00,0.0,0.0,0.0,177,negative,trend_AGEN_2025-01-08.csv
2025-01-08 11:16:00-05:00,2025-01-08 11:16:00-05:00,0.0,0.0,0.0,461,negative,trend_AGEN_2025-01-08.csv
2025-01-08 11:19:00-05:00,2025-01-08 11:19:00-05:00,0.0,0.0,0.0,1975,negative,trend_AGEN_2025-01-08.csv
2025-01-08 11:36:00-05:00,2025-01-08 11:40:00-05:00,4.0,0.019999980926514116,0.5681812794001732,453,negative,trend_AGEN_2025-01-08.csv
2025-01-08 11:57:00-05:00,2025-01-08 11:59:00-05:00,2.0,0.029999971389770508,0.8522719191002408,514,negative,trend_AGEN_2025-01-08.csv
2025-01-08 12:10:00-05:00,2025-01-08 12:10:00-05:00,0.0,0.0,0.0,1623,negative,trend_AGEN_2025-01-08.csv
2025-01-08 12:21:00-05:00,2025-01-08 12:21:00-05:00,0.0,0.0,0.0,738,negative,trend_AGEN_2025-01-08.csv
2025-01-08 12:32:00-05:00,2025-01-08 12:32:00-05:00,0.0,0.0,0.0,439,negative,trend_AGEN_2025-01-08.csv
2025-01-08 12:42:00-05:00,2025-01-08 12:43:00-05:00,1.0,0.00999999046325728,0.2881841608301767,831,negative,trend_AGEN_2025-01-08.csv
2025-01-08 13:05:00-05:00,2025-01-08 13:05:00-05:00,0.0,0.0,0.0,1659,negative,trend_AGEN_2025-01-08.csv
2025-01-08 13:12:00-05:00,2025-01-08 13:12:00-05:00,0.0,0.0,0.0,1215,negative,trend_AGEN_2025-01-08.csv
2025-01-08 13:24:00-05:00,2025-01-08 13:24:00-05:00,0.0,0.0,0.0,1182,negative,trend_AGEN_2025-01-08.csv
2025-01-08 13:51:00-05:00,2025-01-08 13:51:00-05:00,0.0,0.0,0.0,875,negative,trend_AGEN_2025-01-08.csv
2025-01-08 14:00:00-05:00,2025-01-08 14:00:00-05:00,0.0,0.0,0.0,197,negative,trend_AGEN_2025-01-08.csv
2025-01-08 14:05:00-05:00,2025-01-08 14:05:00-05:00,0.0,0.0,0.0,280,negative,trend_AGEN_2025-01-08.csv
2025-01-08 14:10:00-05:00,2025-01-08 14:10:00-05:00,0.0,0.0,0.0,248,negative,trend_AGEN_2025-01-08.csv
2025-01-08 14:15:00-05:00,2025-01-08 14:15:00-05:00,0.0,0.0,0.0,501,negative,trend_AGEN_2025-01-08.csv
2025-01-08 14:25:00-05:00,2025-01-08 14:25:00-05:00,0.0,0.0,0.0,1539,negative,trend_AGEN_2025-01-08.csv
2025-01-08 14:42:00-05:00,2025-01-08 14:42:00-05:00,0.0,0.0,0.0,1933,negative,trend_AGEN_2025-01-08.csv
2025-01-08 14:57:00-05:00,2025-01-08 14:57:00-05:00,0.0,0.0,0.0,890,negative,trend_AGEN_2025-01-08.csv
2025-01-08 15:10:00-05:00,2025-01-08 15:10:00-05:00,0.0,0.0,0.0,901,negative,trend_AGEN_2025-01-08.csv
2025-01-08 15:17:00-05:00,2025-01-08 15:17:00-05:00,0.0,0.0,0.0,730,negative,trend_AGEN_2025-01-08.csv
2025-01-08 15:25:00-05:00,2025-01-08 15:25:00-05:00,0.0,0.0,0.0,199,negative,trend_AGEN_2025-01-08.csv
2025-01-08 15:34:00-05:00,2025-01-08 15:34:00-05:00,0.0,0.0,0.0,1006,negative,trend_AGEN_2025-01-08.csv
