StartTime,EndTime,Duration,PriceAction,PricePct,Volume,Direction,Source
2025-01-06 09:48:00-05:00,2025-01-06 09:50:00-05:00,2.0,-0.009999990463256836,-0.3086416800562491,1982,negative,trend_AGEN_2025-01-06.csv
2025-01-06 10:00:00-05:00,2025-01-06 10:01:00-05:00,1.0,-0.019999980926513672,-0.6153840285081129,1274,negative,trend_AGEN_2025-01-06.csv
2025-01-06 10:03:00-05:00,2025-01-06 10:04:00-05:00,1.0,-0.009299993515014648,-0.28692170458576016,3331,negative,trend_AGEN_2025-01-06.csv
2025-01-06 10:06:00-05:00,2025-01-06 10:07:00-05:00,1.0,-9.989738464399878e-05,-0.003073671203903185,2444,negative,trend_AGEN_2025-01-06.csv
2025-01-06 10:09:00-05:00,2025-01-06 10:09:00-05:00,0.0,0.0,0.0,127,negative,trend_AGEN_2025-01-06.csv
2025-01-06 10:17:00-05:00,2025-01-06 10:17:00-05:00,0.0,0.0,0.0,436,negative,trend_AGEN_2025-01-06.csv
2025-01-06 10:21:00-05:00,2025-01-06 10:21:00-05:00,0.0,0.0,0.0,555,negative,trend_AGEN_2025-01-06.csv
2025-01-06 10:32:00-05:00,2025-01-06 10:32:00-05:00,0.0,0.0,0.0,151,negative,trend_AGEN_2025-01-06.csv
2025-01-06 10:34:00-05:00,2025-01-06 10:34:00-05:00,0.0,0.0,0.0,134,negative,trend_AGEN_2025-01-06.csv
2025-01-06 10:40:00-05:00,2025-01-06 10:40:00-05:00,0.0,0.0,0.0,734,negative,trend_AGEN_2025-01-06.csv
2025-01-06 10:57:00-05:00,2025-01-06 10:57:00-05:00,0.0,0.0,0.0,1800,negative,trend_AGEN_2025-01-06.csv
2025-01-06 11:35:00-05:00,2025-01-06 11:35:00-05:00,0.0,0.0,0.0,187,negative,trend_AGEN_2025-01-06.csv
2025-01-06 11:38:00-05:00,2025-01-06 11:38:00-05:00,0.0,0.0,0.0,2551,negative,trend_AGEN_2025-01-06.csv
2025-01-06 11:41:00-05:00,2025-01-06 11:41:00-05:00,0.0,0.0,0.0,794,negative,trend_AGEN_2025-01-06.csv
2025-01-06 12:16:00-05:00,2025-01-06 12:16:00-05:00,0.0,0.0,0.0,393,negative,trend_AGEN_2025-01-06.csv
2025-01-06 12:32:00-05:00,2025-01-06 12:32:00-05:00,0.0,0.0,0.0,115,negative,trend_AGEN_2025-01-06.csv
2025-01-06 12:38:00-05:00,2025-01-06 12:38:00-05:00,0.0,0.0,0.0,1107,negative,trend_AGEN_2025-01-06.csv
2025-01-06 12:43:00-05:00,2025-01-06 12:43:00-05:00,0.0,0.0,0.0,1820,negative,trend_AGEN_2025-01-06.csv
2025-01-06 12:48:00-05:00,2025-01-06 12:50:00-05:00,2.0,-0.005000114440917969,-0.15625357395032685,5569,negative,trend_AGEN_2025-01-06.csv
2025-01-06 12:54:00-05:00,2025-01-06 12:54:00-05:00,0.0,0.0,0.0,752,negative,trend_AGEN_2025-01-06.csv
2025-01-06 13:01:00-05:00,2025-01-06 13:03:00-05:00,2.0,-0.009999990463256836,-0.31152617895386386,616,negative,trend_AGEN_2025-01-06.csv
2025-01-06 13:09:00-05:00,2025-01-06 13:13:00-05:00,4.0,-0.004999876022338867,-0.15600237570543632,756,negative,trend_AGEN_2025-01-06.csv
2025-01-06 13:17:00-05:00,2025-01-06 13:17:00-05:00,0.0,0.0,0.0,206,negative,trend_AGEN_2025-01-06.csv
2025-01-06 13:24:00-05:00,2025-01-06 13:24:00-05:00,0.0,0.0,0.0,1522,negative,trend_AGEN_2025-01-06.csv
2025-01-06 13:51:00-05:00,2025-01-06 13:51:00-05:00,0.0,0.0,0.0,480,negative,trend_AGEN_2025-01-06.csv
2025-01-06 13:53:00-05:00,2025-01-06 13:53:00-05:00,0.0,0.0,0.0,231,negative,trend_AGEN_2025-01-06.csv
2025-01-06 13:55:00-05:00,2025-01-06 13:55:00-05:00,0.0,0.0,0.0,1326,negative,trend_AGEN_2025-01-06.csv
2025-01-06 13:58:00-05:00,2025-01-06 13:58:00-05:00,0.0,0.0,0.0,817,negative,trend_AGEN_2025-01-06.csv
2025-01-06 14:14:00-05:00,2025-01-06 14:14:00-05:00,0.0,0.0,0.0,122,negative,trend_AGEN_2025-01-06.csv
2025-01-06 14:19:00-05:00,2025-01-06 14:21:00-05:00,2.0,-0.007100105285644975,-0.2100622794452004,2267,negative,trend_AGEN_2025-01-06.csv
2025-01-06 14:32:00-05:00,2025-01-06 14:32:00-05:00,0.0,0.0,0.0,430,negative,trend_AGEN_2025-01-06.csv
2025-01-06 15:01:00-05:00,2025-01-06 15:01:00-05:00,0.0,0.0,0.0,397,negative,trend_AGEN_2025-01-06.csv
2025-01-06 15:15:00-05:00,2025-01-06 15:15:00-05:00,0.0,0.0,0.0,702,negative,trend_AGEN_2025-01-06.csv
2025-01-06 15:26:00-05:00,2025-01-06 15:27:00-05:00,1.0,-0.004999876022338867,-0.15059867839982927,3296,negative,trend_AGEN_2025-01-06.csv
2025-01-06 15:31:00-05:00,2025-01-06 15:31:00-05:00,0.0,0.0,0.0,200,negative,trend_AGEN_2025-01-06.csv
2025-01-06 15:34:00-05:00,2025-01-06 15:35:00-05:00,1.0,-0.0038001537322998047,-0.11467661360442072,644,negative,trend_AGEN_2025-01-06.csv
2025-01-06 15:41:00-05:00,2025-01-06 15:41:00-05:00,0.0,0.0,0.0,1274,negative,trend_AGEN_2025-01-06.csv
2025-01-06 15:45:00-05:00,2025-01-06 15:45:00-05:00,0.0,0.0,0.0,1671,negative,trend_AGEN_2025-01-06.csv
2025-01-06 15:51:00-05:00,2025-01-06 15:51:00-05:00,0.0,0.0,0.0,215,negative,trend_AGEN_2025-01-06.csv
