StartTime,EndTime,Duration,PriceAction,PricePct,Volume,Direction,Source
2025-01-22 09:48:00-05:00,2025-01-22 09:48:00-05:00,0.0,0.0,0.0,7856,negative,trend_AGEN_2025-01-22.csv
2025-01-22 09:57:00-05:00,2025-01-22 09:57:00-05:00,0.0,0.0,0.0,0,negative,trend_AGEN_2025-01-22.csv
2025-01-22 10:00:00-05:00,2025-01-22 10:05:00-05:00,5.0,0.06000018119811967,1.55440888157408,3904,negative,trend_AGEN_2025-01-22.csv
2025-01-22 10:10:00-05:00,2025-01-22 10:13:00-05:00,3.0,-0.025000095367431197,-0.6377575224709394,4409,negative,trend_AGEN_2025-01-22.csv
2025-01-22 10:18:00-05:00,2025-01-22 10:19:00-05:00,1.0,-0.009999990463256836,-0.25608170388021506,1887,negative,trend_AGEN_2025-01-22.csv
2025-01-22 10:26:00-05:00,2025-01-22 10:26:00-05:00,0.0,0.0,0.0,511,negative,trend_AGEN_2025-01-22.csv
2025-01-22 10:33:00-05:00,2025-01-22 10:34:00-05:00,1.0,-0.004999876022339311,-0.12738537791290172,1134,negative,trend_AGEN_2025-01-22.csv
2025-01-22 10:54:00-05:00,2025-01-22 10:54:00-05:00,0.0,0.0,0.0,338,negative,trend_AGEN_2025-01-22.csv
2025-01-22 11:01:00-05:00,2025-01-22 11:01:00-05:00,0.0,0.0,0.0,360,negative,trend_AGEN_2025-01-22.csv
2025-01-22 11:04:00-05:00,2025-01-22 11:05:00-05:00,1.0,0.009999990463256836,0.2544526792211539,1621,negative,trend_AGEN_2025-01-22.csv
2025-01-22 11:22:00-05:00,2025-01-22 11:23:00-05:00,1.0,0.004199981689452681,0.1076918355576857,2227,negative,trend_AGEN_2025-01-22.csv
2025-01-22 11:28:00-05:00,2025-01-22 11:28:00-05:00,0.0,0.0,0.0,1208,negative,trend_AGEN_2025-01-22.csv
2025-01-22 11:32:00-05:00,2025-01-22 11:32:00-05:00,0.0,0.0,0.0,3367,negative,trend_AGEN_2025-01-22.csv
2025-01-22 11:40:00-05:00,2025-01-22 11:40:00-05:00,0.0,0.0,0.0,105,negative,trend_AGEN_2025-01-22.csv
2025-01-22 11:50:00-05:00,2025-01-22 11:50:00-05:00,0.0,0.0,0.0,1134,negative,trend_AGEN_2025-01-22.csv
2025-01-22 12:07:00-05:00,2025-01-22 12:11:00-05:00,4.0,-0.019999980926513228,-0.5181342349755874,2179,negative,trend_AGEN_2025-01-22.csv
2025-01-22 12:28:00-05:00,2025-01-22 12:28:00-05:00,0.0,0.0,0.0,5421,negative,trend_AGEN_2025-01-22.csv
2025-01-22 12:47:00-05:00,2025-01-22 12:47:00-05:00,0.0,0.0,0.0,1589,negative,trend_AGEN_2025-01-22.csv
2025-01-22 12:49:00-05:00,2025-01-22 12:49:00-05:00,0.0,0.0,0.0,2829,negative,trend_AGEN_2025-01-22.csv
2025-01-22 13:07:00-05:00,2025-01-22 13:08:00-05:00,1.0,0.007899999618531606,0.20777990417484038,1880,negative,trend_AGEN_2025-01-22.csv
2025-01-22 13:16:00-05:00,2025-01-22 13:16:00-05:00,0.0,0.0,0.0,314,negative,trend_AGEN_2025-01-22.csv
2025-01-22 13:35:00-05:00,2025-01-22 13:35:00-05:00,0.0,0.0,0.0,1189,negative,trend_AGEN_2025-01-22.csv
2025-01-22 13:50:00-05:00,2025-01-22 13:50:00-05:00,0.0,0.0,0.0,554,negative,trend_AGEN_2025-01-22.csv
2025-01-22 14:00:00-05:00,2025-01-22 14:00:00-05:00,0.0,0.0,0.0,225,negative,trend_AGEN_2025-01-22.csv
2025-01-22 14:05:00-05:00,2025-01-22 14:05:00-05:00,0.0,0.0,0.0,715,negative,trend_AGEN_2025-01-22.csv
2025-01-22 14:18:00-05:00,2025-01-22 14:18:00-05:00,0.0,0.0,0.0,382,negative,trend_AGEN_2025-01-22.csv
2025-01-22 14:23:00-05:00,2025-01-22 14:26:00-05:00,3.0,-0.019999980926513672,-0.5291000285156192,3436,negative,trend_AGEN_2025-01-22.csv
2025-01-22 14:30:00-05:00,2025-01-22 14:30:00-05:00,0.0,0.0,0.0,382,negative,trend_AGEN_2025-01-22.csv
2025-01-22 14:36:00-05:00,2025-01-22 14:36:00-05:00,0.0,0.0,0.0,2112,negative,trend_AGEN_2025-01-22.csv
2025-01-22 14:40:00-05:00,2025-01-22 14:44:00-05:00,4.0,-0.009999990463256836,-0.25575422618263993,12806,negative,trend_AGEN_2025-01-22.csv
2025-01-22 14:47:00-05:00,2025-01-22 14:47:00-05:00,0.0,0.0,0.0,832,negative,trend_AGEN_2025-01-22.csv
2025-01-22 14:52:00-05:00,2025-01-22 14:52:00-05:00,0.0,0.0,0.0,7993,negative,trend_AGEN_2025-01-22.csv
